"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Pioneer Plumbing","https://pioneerplumbing.net/","info@pioneerplumbing.net","mailbox","https://pioneerplumbing.net/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Tucson, AZ"
"Piper Electric","https://piperelectric.com/","info@piperelectric.com","mailbox","https://piperelectric.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Plumbline Services","https://plumblineservices.com/","https://plumblineservices.com/about/contact","form","https://plumblineservices.com/about/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Denver, CO"
"Precision Air Systems","https://precisionairsystems.com/","","none","https://precisionairsystems.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Wellington, FL"
"Precision Plumbing & Heating Inc.","https://precisionplumbing.com/","https://precisionplumbing.com/contact-us/","form","https://precisionplumbing.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Denver, CO"
"Premier Roofing","https://www.premierroofing.com/","info@premierroofing.com","mailbox","https://www.premierroofing.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on contact page",""
"PremiStar Indiana","","","none","","2026-09-03","no candidate domain resolved from the name","Crown Point, IN"
"PremiStar Iowa","","","none","","2026-09-03","no candidate domain resolved from the name","Iowa City, IA"
"PremiStar Kenosha","","","none","","2026-09-03","no candidate domain resolved from the name","Kenosha, WI"
"PremiStar New Berlin","","","none","","2026-09-03","no candidate domain resolved from the name","New Berlin, WI"
"PremiStar-Frankfort","","","none","","2026-09-03","no candidate domain resolved from the name","Frankfort, IL"
"PremiStar-Machesney Park","","","none","","2026-09-03","no candidate domain resolved from the name","Rockford, IL"
"PremiStar-Wood Dale","","","none","","2026-09-03","no candidate domain resolved from the name","Wood Dale, IL"
"Premium Service Brands","","","none","","2026-09-03","no site confirmed after 2 fetch(es); premiumservicebrands.com: http 403 | premiumservice.com: page body empty; no site confirmed after 2 fetch(es); premiumservicebrands.com: fetch failed (dns/tls/timeout/blocked) | premiumservice.com: page body empty","Charlottesville, VA"
"Pro Tech Mechanical","https://www.protechmechanical.com/","info@protechmechanical.com","mailbox","https://www.protechmechanical.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage","Jones, OK"
"Pro-Tech Mechanical","https://www.protechmechanical.com/","info@protechmechanical.com","mailbox","https://www.protechmechanical.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Professional Pipe","https://www.professionalpipe.com/","https://www.professionalpipe.com/contact/","form","https://www.professionalpipe.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Norwood, NC"
"ProStar Energy Solutions","","","none","","2026-09-03","no site confirmed after 2 fetch(es); prostarenergysolutions.com: page body empty | prostarenergy.com: host does not carry the organisation name",""
"PSR Mechanical","https://www.psrmechanical.com/","info@psrmechanical.com","mailbox","https://www.psrmechanical.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Seattle, WA"
"Quality Heating Cooling Plumbing & Electric","https://qualityheating.com/","https://qualityheating.com/contact-us-free-estimates/","form","https://qualityheating.com/contact-us-free-estimates/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Glenpool, Oklahoma"
"R-Mech Heating, Cooling & Plumbing","","","none","","2026-09-03","no candidate domain resolved from the name","Kansas City, Missouri"
"Rabe Environmental","","","none","","2026-09-03","no candidate domain resolved from the name","Erie, PA"
"RAFTRx Roofing + Exteriors","https://raftrxroofing.com/","","none","https://raftrxroofing.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)",""
"Ragsdale Heating, Air & Plumbing","","","none","","2026-09-03","no candidate domain resolved from the name","Metro Atlanta, GA"
"Randazzo Heating & Cooling","","","none","","2026-09-03","no candidate domain resolved from the name","Macomb, Michigan"
"Rebmann Plumbing, Heating & Air Conditioning","https://rebmannplumbing.com/","https://rebmannplumbing.com/contact/","form","https://rebmannplumbing.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Red Cap Plumbing & Air","","","none","","2026-09-03","no site confirmed after 1 fetch(es); redcapair.com: host does not carry the organisation name","Tampa, FL"
"Redblue","https://redblue.com/","https://redblue.com/contact/","form","https://redblue.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Charlotte, NC"
"Reddick and Sons","","","none","","2026-09-03","no site confirmed after 1 fetch(es); reddicksons.com: page body empty","Manassas, Virginia"
"Regal Plumbing, Heating & A/C","","","none","","2026-09-03","no site confirmed after 2 fetch(es); regalplumbing.com: page does not name the organisation | regalheating.com: page body empty","York, Pennsylvania"
"Relco","https://www.relco.com/","info@relco.com","mailbox","https://www.relco.com/contact-us-usa","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on contact page",""
"Reliable Comfort Heating & Air","https://www.reliablecomfort.com/","service@reliablecomfort.com","mailbox","https://www.reliablecomfort.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on homepage","Seymour, Indiana"
"Reliable","https://myreliablepower.com/","https://myreliablepower.com/contact","form","https://myreliablepower.com/contact","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Deerfield Beach, FL"
"Reno Bros Mechanical","https://renobros.com/","info@renobros.com","mailbox","https://renobros.com/","2026-09-03","dns-guess: site confirmed: distinctive name in page; mailbox on homepage","Rochester, PA"
"Resnick Roofing","","","none","","2026-09-03","no site confirmed after 1 fetch(es); resnickroofing.com: parked/stub page (this domain is for sale)",""
"Richard’s Heating & Air Conditioning","","","none","","2026-09-03","no site confirmed after 2 fetch(es); richards.com: page does not name the organisation | richards.net: fetch failed (dns/tls/timeout/blocked); no site confirmed after 2 fetch(es); richards.com: page does not name the organisation | richards.net: page does not name the organisation",""
"Right Way Plumbing & Mechanical","https://www.rightway.com/","","none","https://www.rightway.com/","2026-09-03","dns-guess: site confirmed: distinctive name in page; no contact page found (homepage only)","Florida"
"Rite Way Heating, Cooling & Plumbing","https://ritewayac.com/","https://ritewayac.com/contact-us/","form","https://ritewayac.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Tucson, AZ"
"Robin Aire Service Company","https://robinaire.com/","","none","https://robinaire.com/","2026-09-03","dns-guess: site confirmed: distinctive name in page; no contact page found (homepage only)","Wixom, Michigan"
"Rogers Heating & Cooling","https://rogersheatingcooling.com/","service@rogersheatingcooling.com","mailbox","https://rogersheatingcooling.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on homepage","South Boston, Virginia"
"Roofing Services Solutions","","","none","","2026-09-03","no site confirmed after 2 fetch(es); roofingservicessolutions.com: page body empty | roofingservices.com: http 503; no site confirmed after 2 fetch(es); roofingservicessolutions.com: page body empty | roofingservices.com: fetch failed (dns/tls/timeout/blocked)",""
"Roth Home","https://www.callroth.com/","https://www.callroth.com/about-us/","form","https://www.callroth.com/about-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Aurora, OR"
"Roto-Rooter (Chemed Corporation)","https://www.rotorooter.com/","https://www.rotorooter.com/contact-us/","form","https://www.rotorooter.com/contact-us/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Cincinnati, OH"
"Rudd Plumbing Heating Air & Electrical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ruddplumbing.com: page does not name the organisation","Moncks Corner, South Carolina"
"Russett Southwest","https://www.russettsouthwest.com/","https://www.russettsouthwest.com/contact-us/","form","https://www.russettsouthwest.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Tucson, AZ"
"Ruyle Mechanical","","","none","","2026-09-03","no candidate domain resolved from the name","Peoria, IL"
"S&S Mechanical (slug ""s-mechanical"")","","","none","","2026-09-03","no candidate domain resolved from the name",""
"S&W Contracting (slug ""sw-contracting"")","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Sander Mechanical","https://sandermechanical.com/","https://sandermechanical.com/contact/","form","https://sandermechanical.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Branchburg, NJ"
"Sandpiper Heating & Air Conditioning","","","none","","2026-09-03","no candidate domain resolved from the name","Myrtle Beach, SC"
"Santa Fe Heating & Air","","","none","","2026-09-03","no site confirmed after 2 fetch(es); santafe.com: http 403 | santafe.net: http 403",""
"Schaafsma Heating & Cooling","","","none","","2026-09-03","no candidate domain resolved from the name","Grand Rapids, Michigan"
"Schaal Plumbing, Heating, and Cooling","https://callschaalyaall.com/","https://callschaalyaall.com/contact-us","form","https://callschaalyaall.com/contact-us","2026-09-03","register-website: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Johnston, IA"
"Scott Hale Plumbing, Heating & Air","","","none","","2026-09-03","no site confirmed after 2 fetch(es); scotthale.com: page does not name the organisation | scotthale.net: http 503; no site confirmed after 2 fetch(es); scotthale.com: page does not name the organisation | scotthale.net: fetch failed (dns/tls/timeout/blocked)","Salt Lake City, UT"
"Service Champions","","","none","","2026-09-03","no site confirmed after 2 fetch(es); servicechampions.com: weak name (servicechampions): page does not corroborate the location | service-champions.com: page body empty","Northern California"
"Service Experts Heating & Air Conditioning","","","none","","2026-09-03","no site confirmed after 2 fetch(es); serviceexperts.com: http 403 | serviceexperts.net: http 403","Richardson, TX"
"Service Now Home Services","https://servicenowhomeservices.com/","service@servicenowhomeservices.com","mailbox","https://servicenowhomeservices.com/contact/","2026-09-03","register-website: site confirmed: full name in page; mailbox on contact page",""
"Shawsheen Air Services","https://www.shawsheenair.com/","sales@shawsheenair.com","mailbox","https://www.shawsheenair.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Chelmsford, MA"
"Sheet Metal Crafters","https://sheetmetalcrafters.com/","https://sheetmetalcrafters.com/contact_us.html","form","https://sheetmetalcrafters.com/contact_us.html","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Canton, OH"
"SI Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); simechanical.com: weak name (simechanical): page does not corroborate the location | si-mechanical.com: parked/stub page (under construction)","Creedmoor, TX"
"Sierra Air Conditioning & Plumbing","https://sierracoolslv.com/","https://sierracoolslv.com/contact-us/","form","https://sierracoolslv.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Las Vegas, NV"
"Signature Heating, Cooling & Plumbing","https://signaturecomfort.com/","https://signaturecomfort.com/contact/","form","https://signaturecomfort.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Albuquerque, NM"
"Sila MA","","","none","","2026-09-03","no site confirmed after 1 fetch(es); silama.org: page body empty","Boston, MA"
"Sila MD","","","none","","2026-09-03","no candidate domain resolved from the name","Beltsville, MD"
"Sila NY","","","none","","2026-09-03","no site confirmed after 1 fetch(es); silany.com: weak name (silany): page does not corroborate the location","White Plains, NY"
"Sila PA","","","none","","2026-09-03","no site confirmed after 2 fetch(es); sila.com: page does not name the organisation | sila.net: page does not name the organisation","Philadelphia, PA"
"Simpson Salute Heating and Air","https://simpsonheating.com/","https://simpsonheating.com/contact-us/","form","https://simpsonheating.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","New Philadelphia, OH"
"Skycrest Roof","https://skycrestroof.com/","","none","https://skycrestroof.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)",""
"Skywalker Roofing","https://www.skywalkerroofingnc.com/","https://www.skywalkerroofingnc.com/contact","form","https://www.skywalkerroofingnc.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Smith’s Refrigeration","https://www.smithsrefrigeration.com/","https://www.smithsrefrigeration.com/?section=contact","form","https://www.smithsrefrigeration.com/?section=contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Lumberton and Raleigh, NC"
"Snyder Solutions","https://snydersolutions.com/","https://snydersolutions.com/contact","form","https://snydersolutions.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Richmond, Virginia"
"South Coast Facility Services","https://southcoast.com/","https://southcoast.com/pages/contact-us","form","https://southcoast.com/pages/contact-us","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Anaheim, CA"
"Southern Home Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); southernhomeservices.com: http 403 | southernhome.com: page does not name the organisation","Maitland, FL"
"Specialty Exteriors","https://www.specialty-exteriors.com/","https://www.specialty-exteriors.com/contact","form","https://www.specialty-exteriors.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Standard Heating & Air Conditioing Company","https://www.standardheating.com/","https://www.standardheating.com/contact/","form","https://www.standardheating.com/contact/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published",""
"Standard Plumbing & Heating","","","none","","2026-09-03","no site confirmed after 2 fetch(es); standardplumbingheating.com: page body empty | standardplumbing.com: http 403; no site confirmed after 2 fetch(es); standardplumbingheating.com: page body empty | standardplumbing.com: fetch failed (dns/tls/timeout/blocked)","Canton, OH"
"Starnes Heating and Cooling","","","none","","2026-09-03","no candidate domain resolved from the name","Lebanon, VA"
"Statewide Conditioning & Automated Building Solutions","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Stonegrove Roofing Partners","https://stonegroveroofing.com/","https://stonegroveroofing.com/contact-us/","form","https://stonegroveroofing.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Streets, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); streets.com: http 404 | streets.net: page body empty","th St. Oklahoma City, OK"
"Strikepoint Group (Horizon Services)","","","none","","2026-09-03","no site confirmed after 1 fetch(es); strikepointgroup.com: page body empty","Newark, DE"
"StrongBuilt Plumbing, Air, & Solar","","","none","","2026-09-03","no candidate domain resolved from the name","Tucson, AZ"
"Stronghouse Solutions","","","none","","2026-09-03","no site confirmed after 2 fetch(es); stronghousesolutions.com: page body empty | stronghouse-solutions.com: parked/stub page (account suspended)",""
"Stutzman Services","https://www.stutzmanservices.com/","info@stutzmanservices.com","mailbox","https://www.stutzmanservices.com/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Albany, OR"
"Suburban Services Group","","","none","","2026-09-03","no site confirmed after 1 fetch(es); suburbanservicesgroup.com: weak name (suburbanservicesgroup): page does not corroborate the location",""
"Sullivans","https://www.sullivans.net/","orders@sullivans.net","mailbox","https://www.sullivans.net/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage","Pittsburgh, PA"
"Summers of Marion","","","none","","2026-09-03","no candidate domain resolved from the name","Marion, Indiana"
"Summers of Peru","","","none","","2026-09-03","no candidate domain resolved from the name","Peru, Indiana"
"Sunny Service","https://www.sunnyservice.com/","https://www.sunnyservice.com/contact-us/","form","https://www.sunnyservice.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Hurst, TX"
"Sunshine Plumbing Heating Air & Electrical","https://sunshineac.com/","https://sunshineac.com/contact/","form","https://sunshineac.com/contact/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published",""
"Suntech Heat, Air and Plumbing","https://suntechokc.com/","https://suntechokc.com/contact/","form","https://suntechokc.com/contact/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Edmond, OK"
"Superior Drainage & Plumbing","","","none","","2026-09-03","no site confirmed after 1 fetch(es); superiordrainage.com: page body empty","Akron, Ohio"
"Survoy's Superior Service","","","none","","2026-09-03","no site confirmed after 1 fetch(es); survoys.com: http 503; no site confirmed after 1 fetch(es); survoys.com: fetch failed (dns/tls/timeout/blocked)",""
"Swedberg Electric","https://swedbergelectric.com/","https://swedbergelectric.com/contact-us/","form","https://swedbergelectric.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Synergy Building Solutions, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); synergybuildingsolutions.com: weak name (synergybuildingsolutions): page does not corroborate the location | synergybuilding.com: page does not name the organisation","Metairie, LA"
"T-Mark","","","none","","2026-09-03","no site confirmed after 2 fetch(es); t-mark.com: page body empty | tmark.net: weak name (tmark): page does not corroborate the location","Buffalo, NY"
"T. Webber Plumbing, Heating, Air & Electric","https://twebber.com/","https://twebber.com/contact/","form","https://twebber.com/contact/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Cold Spring, NY"
"Texas Chiller Systems","https://texaschillersystems.com/","https://texaschillersystems.com/contact/","form","https://texaschillersystems.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"The AC & Plumbing Doctors","https://acplumbingdoctors.com/","","none","https://acplumbingdoctors.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)",""
"The Chill Brothers","","","none","","2026-09-03","no site confirmed after 1 fetch(es); chillbrothers.com: page body empty","Houston, Texas"
"The Plumber","","","none","","2026-09-03","no site confirmed after 2 fetch(es); plumber.com: weak name (plumber): page does not corroborate the location | plumber.net: page body empty",""
"The Thielmann Group","https://thielmannheating.com/","https://thielmannheating.com/contact","form","https://thielmannheating.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","New Berlin, Wisconsin"
"The Tustin Group","https://www.thetustingroup.com/","https://www.thetustingroup.com/contact/","form","https://www.thetustingroup.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Norristown, PA"
"Thermal Heating, Air, Plumbing","","","none","","2026-09-03","no site confirmed after 1 fetch(es); thermalheating.com: page body empty",""
"Thomas & Galbraith Heating, Cooling & Plumbing","https://thomasgalbraith.com/","https://thomasgalbraith.com/contact-us/","form","https://thomasgalbraith.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Cincinnati, OH"
"Thornton Service","https://www.thorntonservice.com/","info@thorntonservice.com","mailbox","https://www.thorntonservice.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Rockville, MD"
"Threshold Brands","","","none","","2026-09-03","no site confirmed after 1 fetch(es); thresholdbrands.com: http 403","Danvers, MA"
"Tiger Plumbing, Heating, Air Conditioning & Electrical","https://www.trusttiger.com/","https://www.trusttiger.com/contact-us/","form","https://www.trusttiger.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published","Bloomington, IL"
"Tim Kyle Electric, Heating & Cooling","","","none","","2026-09-03","no site confirmed after 1 fetch(es); timkyle.com: http 403","Westminster, Maryland"
"Tolin Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tolinmechanical.com: page body empty | tolinmechanical.net: page body empty","Colorado Springs, CO"
"Tony’s Plumbing, Heating & Air","https://www.tonysplumbing.com/","info@tonysplumbing.com","mailbox","https://www.tonysplumbing.com/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Modesto, CA"
"Total Climate Control","","","none","","2026-09-03","no site confirmed after 2 fetch(es); totalclimatecontrol.com: page body empty | totalclimate.com: parked/stub page (the domain name)","Boscawen, NH"
"Total Comfort","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tcomfort.com: weak name (totalcomfort): page does not corroborate the location | totalcomfort.com: page body empty","Golden Valley, MN"
"TR Miller Heating, Cooling, Plumbing & Electric","","","none","","2026-09-03","no site confirmed after 1 fetch(es); trmiller.com: page does not name the organisation","Bolingbrook, Illinois"
"Tra-Mar Mechanical","https://tramarmechanical.com/","office@tramarmechanical.com","mailbox","https://tramarmechanical.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Trademark Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); trademarkmechanical.com: page does not name the organisation | trademark-mechanical.com: page body empty","Elmsford, NY"
"Tri-County Aire","https://www.tricountyaire.com/","https://www.tricountyaire.com/Contact","form","https://www.tricountyaire.com/Contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Maryland"
"Triangle Heating, Cooling, Plumbing & Electrical","https://triangleheating.com/","https://triangleheating.com/contact/","form","https://triangleheating.com/contact/","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","Bellefonte, PA"
"TRIO Heating, Air & Plumbing","","","none","","2026-09-03","no candidate domain resolved from the name","San Jose, California"
"TriState Home Services","https://tristatehomeservices.com/","https://tristatehomeservices.com/contact-us/","form","https://tristatehomeservices.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Frederick, MD"
"Triumph Heating & Cooling","https://triumphhc.com/","service@triumphhc.com","mailbox","https://triumphhc.com/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; mailbox on homepage",""
"TrussPoint","https://trusspoint.com/","https://trusspoint.com/about.html","form","https://trusspoint.com/about.html","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Turbo Plumbing Pros","","","none","","2026-09-03","no site confirmed after 2 fetch(es); turboplumbingpros.com: host does not carry the organisation name | turboplumbing.com: page body empty","Lexington, Kentucky"
"Tyler Heating, Air Conditioning & Refrigeration","https://tylerheating.com/","https://tylerheating.com/contact/","form","https://tylerheating.com/contact/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published",""
"Ultimate Heating, Air & Plumbing","https://ultimateheatingandair.com/","https://ultimateheatingandair.com/contact-us/","form","https://ultimateheatingandair.com/contact-us/","2026-09-03","register-website: site confirmed: distinctive name in page; city/state corroborated; contact page fetched, no generic mailbox published","Meridian, ID"
"Ultra Clean","","","none","","2026-09-03","no site confirmed after 2 fetch(es); ultraclean.com: page body empty | ultra-clean.com: page does not name the organisation","Uniontown, OH"
"Uni-tech Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); unitech.net: http 503 | unitech.us: page does not name the organisation; no site confirmed after 2 fetch(es); unitech.net: fetch failed (dns/tls/timeout/blocked) | unitech.us: page does not name the organisation","Arizona"
"USA Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); mechanical.com: weak name (mechanical): page does not corroborate the location | mechanical.net: weak name (mechanical): page does not corroborate the location","East Granby, CT"
"Valentine Roofing","https://www.valentineroof.com/","info@valentineroof.com","mailbox","https://www.valentineroof.com/wa","2026-09-03","gov-register; dns-guess: register: WA L&I statement-of-intent filings; site confirmed from the mailbox domain: full name in page; site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Verne & Ellsworth Hann","","","none","","2026-09-03","no site confirmed after 1 fetch(es); verneellsworthhann.com: http 502","Cleveland Heights, Ohio"
"Vorpagel Service","","","none","","2026-09-03","no candidate domain resolved from the name","Burlington, WI"
"Vredevoogd Heating & Cooling","","","none","","2026-09-03","no candidate domain resolved from the name","Grand Rapids, Michigan"
"W.F. Hann & Sons","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Wade Heating & Cooling","","","none","","2026-09-03","no site confirmed after 1 fetch(es); wadeheating.com: page does not name the organisation",""
"Watkins Roofing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); watkinsroofing.com: parked/stub page (this domain is for sale) | watkinsroofing.net: weak name (watkinsroofing): page does not corroborate the location",""
"We Care Plumbing, Heating, & Air","","","none","","2026-09-03","no candidate domain resolved from the name","Murrieta, CA"
"Webb Heating & Air Conditioning","https://webbhvac.com/","https://webbhvac.com/contact-us/","form","https://webbhvac.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Advance, NC"
"Weis Heating & Cooling","","","none","","2026-09-03","no candidate domain resolved from the name","St. Louis, Missouri"
"Werner Roofing","https://www.wernerroofing.com/","https://www.wernerroofing.com/contact","form","https://www.wernerroofing.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Wheatland Roofing","https://www.wheatlandroofing.com/","info@wheatlandroofing.com","mailbox","https://www.wheatlandroofing.com/llms.txt","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on contact page",""
"White Heating","https://www.whiteheating.com/","https://www.whiteheating.com/contact/","form","https://www.whiteheating.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Willco Air Conditioning","https://willcoairconditioning.com/","https://willcoairconditioning.com/contact-us/","form","https://willcoairconditioning.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Williams Comfort Air","https://williamscomfortair.com/","https://williamscomfortair.com/contact-us/","form","https://williamscomfortair.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Indianapolis, IN"
"Wolfgangs Cooling, Heating & Plumbing","https://wolfgangscooling.com/","https://wolfgangscooling.com/contact-us/","form","https://wolfgangscooling.com/contact-us/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Tempe, AZ"
"Yale Mechanical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); yalemechanical.com: http 404","Minneapolis, MN"
